filename,id,2HG_M0,2HG_M1,2HG_M2,2HG_M3,2HG_M4,2HG_M5,2OG_M0,2OG_M1,2OG_M2,2OG_M3,2OG_M4,2OG_M5,alanine_M0,alanine_M1,alanine_M2,alanine_M3,aspartate_M0,aspartate_M1,aspartate_M2,aspartate_M3,aspartate_M4,citrate_M0,citrate_M1,citrate_M2,citrate_M3,citrate_M4,citrate_M5,citrate_M6,glutamate_M0,glutamate_M1,glutamate_M2,glutamate_M3,glutamate_M4,glutamate_M5,glutamine_M0,glutamine_M1,glutamine_M2,glutamine_M3,glutamine_M4,glutamine_M5,lactate_M0,lactate_M1,lactate_M2,lactate_M3,malate_M0,malate_M1,malate_M2,malate_M3,malate_M4,pyruvate_M0,pyruvate_M1,pyruvate_M2,pyruvate_M3,serine_M0,serine_M1,serine_M2,serine_M3,succinate_M0,succinate_M1,succinate_M2,succinate_M3,succinate_M4
32,q5 21% 2 b,1899801.821,155800.7115,21092.07097,147211.8312,52726.4221,1361748.247,1858102.282,185608.4141,152506.3077,950906.5917,280400.1769,8802073.601,2752948.963,130313.654,669.956895,11124.08216,41428974.93,2864232.018,3771422.97,3724785.729,26362256.22,37958324.28,3733847.766,3333769.942,4146815.328,19444618.2,6985646.227,79690.7423,62747397.13,6761342.522,5120144.561,31321286.1,9045950.173,281474060.3,2312575.019,18900.29993,671.2636399,106570.2203,21857259.03,763361286.2,903978559.3,34075721.89,228647.2988,1636206.976,37811368.61,2632969.847,3704952.744,3646335.635,27030189.5,55031174.2,2245982.406,0,227529.8284,25115489.47,654141.5408,1442.724936,0,579032.9613,56411.27705,80735.12849,5257.344313,0
33,q5 21% 2 c,1775537.706,130359.0385,19282.6849,131308.6817,38153.76158,1127475.514,1660156.165,165156.3352,148421.4145,820904.9521,230218.6323,7594605.891,2547571.184,122358.082,0,8035.061531,36038968.67,2484476.786,3251205.428,3131003.366,22134288.53,30952457.41,2954819.745,2467318.551,3138497.009,14789287.41,5272693.077,62129.72487,55091025.29,5827537.175,4463661.439,26913082.89,7875423.605,243256606.3,2385514.955,52645.66427,502.8069864,129754.802,19644097.36,690885082,993101994.9,37496087.06,223628.5761,579474.3683,34998411.87,2450018.923,3386053.122,3222283.455,24615625.32,60513972.14,2579669.24,0,192589.9393,28184908.41,764830.5566,1428.632292,0,901981.3751,66874.91525,46583.55841,2208.913567,0
34,lac3 21% 2 a,2933246.622,209275.3309,192050.6737,31546.88836,28052.18243,29391.10622,6076558.23,450660.4258,1032456.353,149145.1802,117832.4026,109426.963,2483383.277,111036.6333,15807.18301,999648.1023,44367096.43,2689032.351,3391402.866,4567436.354,502972.9619,38434183.33,3815524.994,21152776.89,4341963.491,2698490.244,2742203.776,165117.2639,217762475.2,16537004.78,35871769.42,5075354.16,3878309.514,3000512.179,492748957.6,31340728.88,673867.446,0,0,2512277.683,1159060985,43015997.13,12803568.39,637921201.6,53987841.29,3391222.354,4506030.691,5849291.463,610886.6804,34512633.36,1450229.53,407043.8227,26594083.01,27272436.75,872555.4746,12362.43678,196552.6831,858839.7691,64793.8325,84707.82576,0,0
35,lac3 21% 2 b,3156042.425,214125.0909,217917.097,34621.6228,28492.16332,33842.33819,6942108.533,514396.0115,1212370.241,175004.0221,131604.2642,105717.2129,2789208.892,113770.1883,13530.80674,1071078.041,50541729.53,3058169.662,3932396.475,5238596.781,461172.5988,40577180.83,3978364.68,24148234.27,4884574.29,2609430.876,2949616.82,188390.9142,234287906.3,17589775.6,40411838.62,5800033.654,4555102.686,2648120.055,558981710.4,36185513.81,716059.2074,0,0,1258950.237,1450242251,53080604.28,16444667.89,798768944.6,59319852.71,3706382.09,5038413.627,6551300.409,603516.8868,54275638.92,2302704.457,773271.9075,44168182.27,27983644.28,879013.5155,16761.78735,181235.8067,1073466.025,66924.98174,147475.1235,3815.252943,0
36,lac3 21% 2 c,2958664.358,207503.504,191501.9118,30625.14715,28453.21592,17403.29824,6013906.066,455321.9023,1048720.81,156955.1508,114705.2237,82579.34441,1960598.54,101511.0904,13744.32605,1019639.727,45900315.09,2823796.55,3616610.236,5113574.567,443087.7246,36390225.32,3570952.017,21810244.63,4539670.596,2269805.029,2780011.615,176407.1342,227465977.1,17258210.69,37909968.91,5518162.946,4056576.125,2442043.554,509771696.2,32359277,669246.2442,0,0,993398.8069,622173403.3,22907211.77,13809988.93,676042059.5,52251802.13,3272417.771,4548546.572,6059074.994,521834.2305,31246684.54,1368213.306,495817.4484,30813429.33,21509003.85,664370.8963,9682.883424,188309.9617,921022.6203,43904.0946,86704.11956,0,0
37,glc2 0.5% 2 a,2653217.995,182018.0036,117059.0039,2543.253059,10265.25517,8619.32875,4076579.26,268633.3814,521478.123,22316.29499,50095.02731,16099.72707,1604982.021,87338.93274,385960.1586,8509.88998,47998200.64,2632845.968,5285438.568,160368.8314,47949.79926,25023229,2238929.922,6388599.914,492298.5974,717693.875,148816.5779,420.1555872,170587449.3,12285575.93,21125534.9,1092194.086,2098484.87,14080.84033,336980515.8,21583614.2,350040.4051,0,0,125808.8241,473883066.4,19209269.93,63623281.99,1583434.418,36164728.9,1984008.263,3818478.766,128873.8285,26728.97144,18557792.23,937752.4274,8128901.509,124121.364,23436035.59,898378.9417,994498.3592,11766.51032,633566.9523,32535.59256,30278.12565,0,0
38,glc2 0.5% 2 b,2789724.299,191494.0724,105079.3207,3430.824646,4453.158479,15432.62021,3914697.138,281146.0539,501911.9052,24012.95155,48557.69512,0,3405057.745,164562.5522,291307.0939,8585.063761,44522689.32,2443503.474,4524375.858,148780.5119,33587.83031,30029169.55,2670353.382,6738429.451,455444.261,766400.4292,87725.32638,72.34885676,151400083.2,10762315.38,19340967.08,983054.4162,1854314.148,18150.00133,273926728.8,17855384.87,304137.0518,0,0,26816.54264,2274275170,85783162.33,54112592.39,1914455.802,36674988.96,2000532.688,3603068.078,113433.894,30655.00924,36891854.14,1748898.955,5951104.928,60414.3635,40401372.02,1546662.374,755869.3412,9170.686361,728890.7363,36468.00491,13083.38928,0,0
39,glc2 0.5% 2 c,2555379.046,181790.5998,105608.8523,3383.468705,7762.023011,8612.062943,3935811.316,262478.7574,529277.0938,25007.66111,53925.64537,0,1515090.31,76044.38716,335530.8252,7838.317348,45765657.85,2527287.529,5276334.744,173537.0875,45323.54581,30573295.85,2711561.472,7694854.053,493380.0526,860473.2711,76614.49601,106.7922684,157013814.8,11369784.1,20856652.45,1102340.489,2060151.243,6513.545217,316565641.2,20257205.32,355730.8931,0,0,14572.456,650452313.1,26066471.66,57699615.92,1097445.799,33816819.58,1894290.565,3977595.117,134727.5525,32131.76071,20312515.02,1018165.388,6614756.321,67268.11285,23619805.54,946605.2839,975535.2691,10173.00601,462780.9548,37970.37329,21437.51261,0,0
40,glc6 0.5% 2 a,3135960.676,235032.5983,239045.0019,28753.62025,42950.99591,56007.28108,4777613.724,340666.1541,996177.9218,134946.749,176904.4369,151003.7995,3928938.332,84360.48204,29792.87841,1148792.741,54964020.47,2967495.23,2159115.654,11085268.35,417328.9849,29806224.25,2717540.119,12636967.24,2893271.383,1128475.656,3259775.649,100415.4214,183462973.1,12649977.23,38735849.22,5559549.241,6657934.565,4651979,334596630.8,21074870.84,412956.8796,0,0,11811.57358,2725378461,101801226.6,5344956.336,161220865.7,41269545.38,2215776.788,1836391.934,8647335.975,349595.9832,42395027.37,1733936.193,387384.6038,17047114.79,41640488.4,1384732.579,102431.6031,2057772.263,1301537.49,62545.37193,47963.47067,0,0
41,glc6 0.5% 2 b,2833538.04,189537.4077,201633.6927,33110.45535,34126.17919,43440.37483,4522561.62,320083.021,992503.8304,152769.6105,179942.8727,143782.2847,4802502.789,51415.37889,19683.00396,933551.172,53947286.88,2897973.346,2088684.375,10157073.55,397359.1825,31956543.95,2860582.22,14065248.62,3363457.335,1327777.078,3728483.668,126364.604,166020123.7,11749447.99,35963152.89,5686406.094,6212265.335,4410581.999,378864589,24345404.86,488042.5493,0,0,15255.71638,2866193872,107471843.1,5662632.361,163994884.5,38873118.85,2134594.619,1822128.413,8087854.043,345110.784,40773518.79,1752531.049,432587.5211,19465637.84,48939573.4,1560260.617,94079.47518,1824986.473,955363.5335,63957.4495,54216.6891,0,0
42,glc6 0.5% 2 c,2423742.696,169763.8999,141156.0401,24625.89657,26627.05369,31777.41613,3519066.202,239741.7994,746847.443,123888.273,131654.9829,114239.0277,4729973.448,95875.36569,19087.02628,708932.6117,46178316.34,2451147.029,1869046.809,9179479.875,334843.9253,28385142.89,2579156.44,10670587.51,2913650.903,1004913.442,2846027.665,87950.15621,138704482.5,9974534.008,29600279.6,5002742.667,5126013.782,3582326.057,297799083.6,19340546.15,371667.493,0,0,30342.52059,3013038545,112251757.7,3636312.676,107826184.5,31470850.98,1688909.589,1437006.314,6446415.633,263592.6761,45718966.9,1926119.333,356700.8497,16216866.5,50489009.23,1691275.501,94261.47632,1625948.149,981384.9117,78268.90999,43936.90551,0,0
43,q5 0.5% 2 a,2331787.588,155542.0432,16225.36012,45542.13063,36763.84623,1056740.633,1634481.766,102229.5283,80723.32137,208692.4462,148777.2904,5168584.691,2392772.483,88156.25211,0,1886.522481,46018096.86,2375071.053,633157.514,4779527.527,4705603.874,31407934.03,2563204.987,939274.2172,2225201.749,2233166.659,7504893.378,86469.97645,59956288.05,4028938.191,3146572.165,8546690.67,5711303.984,191323722.2,1120825.605,972.9278723,260.3390427,65600.00441,14666432.27,514024022.6,1092726326,40915270.51,87356.67591,79690.14026,37003515.86,1916380.709,464617.9796,3467173.606,4057954.334,32146044.4,1361092.202,0,15440.48341,27452144.35,880373.6793,1504.041815,0,604426.4376,32960.56377,6626.307895,0,0
44,q5 0.5% 2 b,2116898.424,114503.718,9402.367977,47449.758,41714.66609,1053219.091,1897363.876,125523.2588,98410.50124,287257.5752,166083.7338,5686644.174,2374845.308,118023.0418,994.9822106,5994.252256,45822393.78,2443810.611,762693.525,4436428.925,4995587.48,32232307.95,2677604.427,749345.5072,2397206.423,2688809.799,8267211.014,99841.70743,64154219.93,4345301.435,3164994.895,9403476.499,5696355.507,190916482.8,1058381.407,1206.681509,277.1892702,55589.00363,13481895.3,469316334.1,1399411863,52386462.15,265599.0274,5687.165048,36535793.51,1916151.938,553069.712,3467095.074,4879221.806,40332552.56,1618277.371,0,994.6929953,30186221.16,995814.6537,1598.274067,0,661016.6804,44368.8239,4427.328741,2053.844687,0
45,q5 0.5% 2 c,2286301.051,147417.1347,10299.75687,42944.05209,34714.58371,914538.9172,1749217.406,106984.9509,79819.39541,239219.8352,140581.8869,4793445.642,2916777.678,120268.3184,0,0,47304764.12,2453890.766,687140.4613,4046396.772,4896676.095,34946313.46,2935639.301,684753.2205,2380278.567,2886576.08,8134050.039,93925.66154,64715331.5,4520935.397,2982204.185,9233887.418,5621603.486,184887499.8,1612209.413,2519.401252,0,88533.82168,13857925,478774403.4,1792247828,66848564.1,380565.3782,8106.413806,36520986.56,1886151.002,477863.2007,2806021.53,4099580.089,37810211.3,1623566.154,0,3769.829306,33818992.86,1032974.434,2335.06246,0,881394.4774,35417.1696,8501.360754,1397.725574,0
46,lac3 0.5% 2 a,3237752.643,221937.872,200249.4503,18291.50526,15099.27626,34104.79514,4534888.06,306822.6631,877962.031,107030.313,89062.48726,88289.86172,1275510.193,59355.2948,11525.10103,904794.5323,39239791.26,2056177.342,1196568.456,4275161.374,178764.455,28249245.33,2547952.5,9678560.107,1867727.058,623859.3899,1582133.809,30151.18715,173177430.3,12360753.5,33530564.84,4035442.847,3208039.629,2220646.603,306959937.7,19751006.99,421031.1414,0,0,877732.1796,832228456.8,31414189.18,5722509.057,268856646.8,43520909.75,2280170.951,1214645.73,4022892.452,156699.322,16814190.83,768569.0378,47618.55991,10742528.69,21594296.38,668271.2758,9867.690442,251729.9409,935305.9622,96849.40763,50037.19374,0,0
47,lac3 0.5% 2 b,2980288.786,199384.7753,205103.4398,21847.34015,33783.18284,31719.77678,4505893.977,315397.6583,936759.3667,124387.5385,104741.8372,99955.17597,1366409.078,55746.38916,7844.344864,788615.4745,36420104.52,1951611.621,1265434.534,4239966.003,184192.6947,29884373.3,2705981.657,12124291.6,2347933.449,790458.446,1788883.204,50744.89683,162979252.1,11755211.99,34077906.2,4283418.065,3525945.06,2626057.712,295718181.7,19161268.74,380780.0733,0,0,765947.0827,723673706,27164051.37,6151544.515,298799636.7,39204148.97,2118570.19,1491730.666,4283026.7,187211.3403,14865356.42,679165.9464,101293.0046,11866337.48,23920232.37,805227.4891,7226.826719,231892.713,931053.5467,64512.50594,59295.67975,0,0
48,lac3 0.5% 2 c,3153784.055,217111.1957,177334.4332,21184.79769,30076.69088,27793.53803,3998054.229,273490.2143,857073.4581,106884.6491,101885.2789,83992.15866,2353362.504,97247.41332,9715.960284,708574.6389,33993406.17,1859775.256,1174752.191,3887311.446,187665.1788,30487965,2777603.677,11600445.84,2394838.896,821038.1301,1873159.544,56991.51071,141162758.4,10272665.33,30420090.67,3952184.88,3467839.784,2463185.293,278756836.5,17907611.59,335353.3016,0,0,672293.4244,1786529542,66239082.62,6683260.737,311600343.5,41903210.83,2246373.471,1424842.633,4170417.533,217010.6293,27070331.79,1088933.697,56160.63483,11276541.14,31916672.58,1147266.641,9743.161624,184667.8853,1631138.361,80270.87631,53811.21638,0,0
49,glc2 21% 3 a,4313786.374,315560.9872,336118.077,27974.35652,43003.44453,7864.671475,9197255.505,718457.1663,1387419.921,117597.4302,156684.8058,10718.19205,2566403.234,133702.3615,915860.3334,36230.2214,65387251.57,4216701.374,9580939.91,626240.8744,339215.5127,45957310.92,4935535.599,23999294.53,1925032.972,3272246.036,372137.7749,54500.31127,279142462.2,21539850.85,40205794.09,3532392.14,4201346.278,145009.8033,489880907.3,31651611.8,618430.2593,0,0,21369.78107,784483395,33669539.46,169808366,5546320.944,71487338.85,4689351.056,10585016.52,742016.0224,393144.4627,30260246.35,1727722.548,16842198.15,486291.5218,23394732.86,992808.9066,1626045.276,45579.95314,1154135.575,90794.96951,139725.6095,2286.977467,0
50,glc2 21% 3 b,4163194.171,304369.3728,309850.9205,22397.2261,31192.84312,8105.36308,7961206.357,631095.8185,1214952.307,104462.5707,142232.1624,14382.99499,2622313.551,118967.5458,708932.076,15460.9717,51903351.82,3408954.162,7338943.685,479966.4335,259611.8882,41093133.44,4411961.256,19598299.62,1581715.897,2706027.474,227890.4668,43517.68335,214614783.7,16695699.64,32478798.1,2802883.351,3426282.476,89070.83053,380595158.1,24613233.39,450877.7829,0,0,141020.1164,1335872045,53526097.18,145375051.6,2654824.2,65923789.37,4284641.318,9799990.924,621071.7302,362670.2166,33792161.53,1738986.74,15032077.94,237916.9393,24170753.58,1174143.438,1441738.177,14425.67559,1044033.56,86204.31016,100801.9003,1989.233851,0
51,glc2 21% 3 c,3633705.836,253473.0661,249881.4318,17118.11749,32525.57089,7055.487466,7892023.311,610075.4147,1119009,89430.61124,124099.1945,0,2331729.924,123162.9112,747476.3432,17777.62657,61594647.18,3923084.584,8890749.807,533523.8296,277267.5768,46027339.29,4826883.212,22332812.55,1723542.95,2992462.182,225591.8328,37910.003,248403671.9,19358101.36,35117379.25,2910552.322,3557110.803,135753.078,457118430.8,29189673.82,586597.781,0,0,21327.87376,1010426260,41334152,145840628.9,2679670.532,61242943.34,4011957.277,9059946.293,538757.4176,311886.3869,36545095.53,1927655.757,17090448.43,268927.8925,23129392.3,1055391.696,1461163.137,17608.14432,1070368.242,68653.59917,103563.2889,0,0
52,glc6 21% 3 a,4595045.677,347001.1869,694577.2474,112690.3495,149876.8295,107814.2011,8956485.929,678236.3993,2452313.624,375087.1236,511993.2905,322406.9225,2120075.886,0,64592.29205,2458401.046,64836002.36,4222011.723,9085850.081,14416438.94,2051006.294,35499597.39,4132133.78,44210140,6617218.49,7444162.59,10863799.22,1286836.197,273843127.1,20850609.35,70844246.97,11173505.22,14762013.33,8612020.859,517298822,33160677.34,735687.8775,0,0,15071.38713,867926430.8,32993637.44,13969398.17,452281820.1,66963200.91,4319858.536,9907612.858,15064468.45,2157391.981,15892529.2,734597.2306,793405.2186,29737909.86,20229028.29,749268.5593,335904.7461,3819950.157,1308483.941,103984.0012,313078.3818,26673.84408,0
53,glc6 21% 3 b,4361732.29,317856.1847,503930.8511,81731.18074,112243.7019,78024.14019,8021458.458,612683.0732,2071687.832,343343.9573,440120.1018,307504.16,2348411.669,0,56607.75941,1886937.949,57416586.9,3653418.259,7869857.602,12269213.02,1780552.728,34715935.28,3797530.4,36144794.66,5730614.864,6073151.664,8916102.393,1053457.778,233513786.9,17887501.89,60561785.52,9869040.009,12830107.84,7423324.109,495954409.2,31481302.71,728101.1223,0,0,11990.47005,1739020345,64936691.79,12404995.56,398643647.9,64779521.4,4146371.732,8459021.68,12932455.26,1936625.602,44285387.51,1798826.823,1261723.689,49298480.77,25280794.99,890914.868,288979.0154,3390636.066,1305089.569,82230.01247,228803.992,27627.37447,0
54,glc6 21% 3 c,4222137.544,296480.7802,542183.4778,88428.25797,117009.6138,82629.96557,8108778.047,624425.5958,2131480.26,334886.7012,462442.0795,300241.0333,1643734.053,633.1232598,65221.64285,2078304.193,59122727.66,3799388.725,8276046.981,13588941.84,1777668.285,31791253.36,3580123.7,37382532.18,5880584.036,6297032.058,9457491.528,1100334.29,254582100.7,19410889.41,66111109.58,10389700.47,13530889.72,7801449.394,457676694.1,29442961.8,666396.5252,0,2012.647665,19709.98336,807983984.6,30658980.87,11273731.2,367515046.5,65295498.51,4153399.798,9046136.095,14475679.9,2018054.686,17567757.43,848997.1347,557681.1389,22377416.72,18124072.11,685141.7296,297767.103,3422733.848,1150532.424,57415.77238,218865.0623,23968.64542,0
55,q5 21% 3 a,3815568.784,273457.7099,45567.52089,297322.9184,82236.24303,2427634.492,3020995.65,297223.9194,228491.0694,1263134.777,331643.0681,10550415.26,14509799.42,704154.9185,3095.143422,39622.80361,82730753.51,5145143.233,4799505.157,4809428.796,31021494.84,62848148.45,6053537.512,5819896.152,6254913.467,26483649.79,10649409.53,192637.7581,100133957.5,9916362.007,6930635.299,41938729.62,10544054.42,338362699.9,8213601.461,301325.4339,2681.853364,177775.6477,29248911.82,1004736980,7352689412,273907766.3,1411259.57,4265107.419,65447400.57,4303430.361,5131711.402,5065098.582,34736238.32,121714446.7,5077935.129,0,439068.6153,83968082.02,2953906.814,14356.81338,2135.481188,1506947.41,102155.8377,118252.5966,9390.512918,0
56,q5 21% 3 b,2846754.142,207436.9346,53150.68995,347227.4255,93453.37188,2723547.926,2978091.536,327668.795,240984.6001,1523330.834,387490.6771,12018643.02,3476701.741,164972.984,0,25488.79423,49448662.85,3461313.883,5143189.196,4802549.864,32058259.69,47882629.41,4951977.033,5113784.454,6191403.553,26369544.8,10221102.97,209700.9578,85349593.97,9320812.627,7549793.134,42288759.57,10692012.36,329795792.6,4076585.246,71765.97205,0,271214.0024,29516350.4,1015845878,1146611865,43279079.98,494323.7233,2865912.138,55750229.83,4052437.755,5832871.458,5391680.417,37485360.07,76443712.86,3212676.863,0,409392.5904,27467965.5,731632.3559,4708.474001,0,996946.0812,62369.41677,190024.0017,14692.48968,0
57,q5 21% 3 c,2431064.798,206849.9064,53215.75158,301691.5532,86263.17363,2553451.897,2657798.643,278947.042,217362.28,1360574.701,345088.298,10973545.54,3758166.032,181065.9323,0,27039.33995,53584464.4,3743580.495,5270934.264,4899488.233,33086794.92,50067693.12,5086061.557,4866170.142,6249303.885,27118776.34,10302108.07,186357.7511,85214058.14,9110033.671,7409934.147,42280332.26,10637572.96,335229226.9,2247062.334,901.8029747,0,280413.8296,34177522.46,1174721145,1347052476,51258767.5,542715.1616,2345506.165,48780855.23,3468051.063,5215162.412,4928255.782,34737256.27,65176819.01,2669925.461,0,291833.5584,30126678.32,801222.1954,2464.734609,784.6962474,784648.6042,55254.79182,118920.1015,8091.021328,0
58,lac3 21% 3 a,4472379.45,348822.1016,470954.4076,73192.67228,50064.06046,47521.10872,8832150.218,673786.8451,1612132.742,225782.9872,173660.3846,116762.6554,3029765.13,144917.637,26896.89992,1603227.677,56507186.45,3505498.684,4708912.402,5075393.184,491941.8592,54174193.06,5431624.062,31492677.84,5988988.883,3915987.599,3451320.44,230539.3803,289589254,22175527.75,51167300.36,7609223.196,5274782.042,2913172.801,627281588.3,40339117.39,856533.6966,0,418.9804884,1614787.222,1330033348,49221035.95,16772918.25,817762095,78502251.87,4973565.482,6862871.573,7222653.341,694422.5714,34156559.95,1410226.313,451267.2926,26269748.36,24220428.71,740347.6361,18798.26785,220484.4175,1560064.962,84157.85244,188825.7951,19072.73971,0
59,lac3 21% 3 b,4317833.864,298119.5941,411925.3189,59334.40045,43492.1342,45118.14664,7684842.409,598764.8518,1475308.619,203893.8061,160028.22,101617.7372,2867111.027,165524.5331,22799.74489,1425381.085,56814130.27,3617757.158,4845659.265,5355450.65,546564.0332,49091331.05,4947732.094,29362990.09,5605575.725,3295658.952,3246621.4,224167.5528,263928554.2,21098571.18,49036831.83,6986035.743,4918344.126,2810610.741,719149800.2,46603929.43,915324.329,0,4784.847679,2382548.474,1359406657,50902248.43,21569940.72,1057395874,72219817.74,4607334.84,6739011.423,7193458.794,726114.9959,37621000.59,1614896.558,593119.2383,34350888.41,28147124.87,891718.2725,17791.01611,242707.1498,1357686.156,97652.89991,180801.821,4764.487483,0
60,lac3 21% 3 c,4095369.15,293788.5655,370607.1329,63474.36719,49100.21175,40430.18081,7944126.522,601176.2979,1468722.485,211505.653,164813.8128,105112.6578,3103753.125,141810.7014,24860.10967,1460040.309,59840765.91,3717976.197,4944705.45,5618998.262,556399.1748,50743743.67,5073679.094,31035679.65,5987294.324,3299155.544,3408456.794,218065.0984,271311781.5,20617031.98,49868296.1,7111189.875,4928688.346,2840599.327,921953315.6,60346078.62,1284499.733,0,326.8313535,5323611.077,1067003448,40199258.2,32676503.63,1645649838,66813386.34,4299727.685,6274618.042,6996366.369,688972.9749,86004018.27,3566513.096,612861.3705,37214822.83,29379543.78,939913.0454,18269.58481,222214.8237,1191991.832,71301.65429,158417.4404,8990.604405,0
61,glc2 0.5% 3 a,3863515.559,258434.241,227065.8741,4104.685633,28391.16349,4987.093499,5642457.649,393270.6951,679705.6464,28327.86615,71396.536,0,1724052.702,119402.9802,690884.1604,27330.24512,52563015.41,2805567.325,5768272.596,185921.4613,38779.15324,26423716.23,2404574.627,6692452.058,532066.0588,795469.1942,156358.28,268.2769942,198355490.8,13764737.04,23594029.52,1233710.364,2235453.917,24334.52737,412367898.4,26814346.91,466559.2463,0,0,24944.26139,693649304.6,28088226.02,101336157.7,2237220.348,43411424.86,2400266.612,4525884.423,149639.5924,34368.34404,20875484.46,1174944.448,10087910.27,163999.9606,23234025.5,823505.4518,1388478.884,15749.02249,663334.2685,18625.90203,22815.64926,0,0
62,glc2 0.5% 3 b,3324026.918,225813.3584,187953.91,4332.241011,25875.42089,10402.06423,5492807.602,382241.559,703967.3338,34433.84078,72323.6395,2334.213225,2008733.269,132440.8509,542168.8237,20843.00328,51758586.45,2833015.925,5483401.676,159528.9252,45607.89901,28760194.02,2579663.555,7471317.648,499553.9946,837801.6203,107075.6195,106.1200554,187986188.6,13123760.62,23133232.41,1194214.168,2293422.965,9423.141924,361066408.7,22864342.16,403893.6867,0,0,9187.320625,1089452086,42759751.22,88314089.4,1718785.36,42770882.19,2354879.342,4457370.619,139529.3516,40031.59968,25770123.65,1380790.734,10479688.86,152380.3603,25641503.58,1010875.857,1219884.655,15977.63169,992374.3023,55571.46177,19006.5677,0,0
63,glc2 0.5% 3 c,3034567.275,194711.8675,161828.0458,4143.005601,16932.41774,11133.98126,4998617.183,353858.7408,625356.1679,34280.66583,70025.9027,19117.08432,1567899.303,90858.31746,540009.9087,16116.1577,51386513.25,2831565.79,5685159.281,178975.1275,52818.06058,26641280.11,2384662.296,6395984.375,412337.2369,711529.9642,78608.71802,115.9456375,184537871.2,13211148.85,23090529.22,1194799.974,2222794.683,0,338730726.3,21875867.65,477659.2051,0,0,24971.67612,739909809,29382045.72,76480729.75,1514296.982,41700998.87,2277903.96,4324314.397,143292.2552,44452.88706,15114535.71,879725.7469,6676970.983,71194.11478,20777285.18,873621.8705,1185773.291,17373.60904,658479.7916,32751.82343,29015.12294,0,0
